num.trans.involved.in,sample,peak
34,Sample_S19S_0067_Wat,201.0404313
26,Sample_S19S_0067_Wat,201.0768122
30,Sample_S19S_0067_Wat,205.0142188
26,Sample_S19S_0067_Wat,205.0505947
41,Sample_S19S_0067_Wat,207.0298709
36,Sample_S19S_0067_Wat,207.066249
20,Sample_S19S_0067_Wat,209.0091207
41,Sample_S19S_0067_Wat,209.0455114
30,Sample_S19S_0067_Wat,209.0818981
14,Sample_S19S_0067_Wat,210.0407624
55,Sample_S19S_0067_Wat,211.0247874
58,Sample_S19S_0067_Wat,211.0611736
29,Sample_S19S_0067_Wat,211.097555
20,Sample_S19S_0067_Wat,212.0564229
33,Sample_S19S_0067_Wat,213.0404285
44,Sample_S19S_0067_Wat,213.0768216
18,Sample_S19S_0067_Wat,214.0720739
35,Sample_S19S_0067_Wat,215.0560786
35,Sample_S19S_0067_Wat,215.0924726
15,Sample_S19S_0067_Wat,217.0505866
40,Sample_S19S_0067_Wat,217.0717431
53,Sample_S19S_0067_Wat,219.0298823
16,Sample_S19S_0067_Wat,219.0662407
27,Sample_S19S_0067_Wat,221.0091259
44,Sample_S19S_0067_Wat,221.0455191
21,Sample_S19S_0067_Wat,221.0818912
6,Sample_S19S_0067_Wat,222.0407486
56,Sample_S19S_0067_Wat,223.0247931
19,Sample_S19S_0067_Wat,223.0611523
42,Sample_S19S_0067_Wat,223.0975605
27,Sample_S19S_0067_Wat,224.0564233
16,Sample_S19S_0067_Wat,225.0040321
85,Sample_S19S_0067_Wat,225.0404494
52,Sample_S19S_0067_Wat,225.0768195
11,Sample_S19S_0067_Wat,225.1131873
36,Sample_S19S_0067_Wat,226.072077
26,Sample_S19S_0067_Wat,227.0196895
40,Sample_S19S_0067_Wat,227.056079
41,Sample_S19S_0067_Wat,227.092466
27,Sample_S19S_0067_Wat,227.1288722
45,Sample_S19S_0067_Wat,229.0353497
46,Sample_S19S_0067_Wat,229.0717413
26,Sample_S19S_0067_Wat,229.1081151
19,Sample_S19S_0067_Wat,229.14452
44,Sample_S19S_0067_Wat,231.051012
25,Sample_S19S_0067_Wat,231.0662593
41,Sample_S19S_0067_Wat,231.0873835
49,Sample_S19S_0067_Wat,233.0091463
46,Sample_S19S_0067_Wat,233.0455307
39,Sample_S19S_0067_Wat,233.0819208
8,Sample_S19S_0067_Wat,233.1546845
5,Sample_S19S_0067_Wat,234.0407445
53,Sample_S19S_0067_Wat,235.0247912
63,Sample_S19S_0067_Wat,235.0611873
40,Sample_S19S_0067_Wat,235.0975749
